60
150
216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.15988,-1.15033,-1.24298,-1.15894,-1.12164,-1.09308,-1.14349,-1.1889,-1.24841,-1.08319,-1.23718,-1.16064,-1.17209,-1.12613,-1.22662,-1.22803,-1.18192,-1.24878,-1.15189,-1.06363,-1.1933,-1.2417,-1.23297,-1.18958,-1.17407,-1.18683,-1.2149,-1.21021,-1.23645,-1.15976,-1.21118,-1.24554,-1.19751,-1.16544,-1.17099,-1.17639,-1.20038,-1.04251,-1.18628,-1.13107,-1.02069,-1.216,-1.12537,-1.18835,-1.16974,-1.15991,-1.11121,-1.0318,-1.18762,-1.17426,-1.22021,-1.20819,-1.21313,-1.23444,-1.13229,-1.25305,-1.19739,-1.19635,-1.18195,-1.21069,-1.24133,-1.14357,-1.18518,-1.15161,-1.20123,-1.24603,-1.23553,-1.20032,-1.08127,-1.20789,-1.22968,-1.23822,-1.21094,-1.18903,-1.19946,-1.23724,-1.14279,-1.20618,-1.14502,-1.1347,-1.05807,-0.784302,-1.24646,-1.2074,-0.981323,-1.24646,-1.15906,-1.11981,-1.12793,-1.23529,-1.01019,-1.1474,-1.17728,-1.1485,-1.18723,-1.12933,-1.16669,-1.06189,-1.24628,-1.16022,-1.17059,-1.12646,-1.21667,-1.15555,-1.24823,-1.16315,-1.23364,-1.15787,-1.08774,-1.20032,-1.17007,-1.20105,-1.17084,-1.17255,-1.15057,-1.16696,-1.14975,-1.15491,-1.22937,-1.18915,-1.21124,-1.23041,-1.15314,-1.1842,-1.1853,-1.18524,-1.15063,-1.21716,-1.16422,-1.20795,-1.15088,-1.10172,-1.23621,-1.15875,-1.17984,-1.12427,-1.24683,-1.17291,-1.19788,-1.16638,-1.2323,-1.17499,-1.24506,-1.19531,-1.1806,-1.21716,-1.09219,-0.777039,-1.02588,-1.19543,-1.17047,-0.961426,-1.07544,-1.24219,-1.17932,-1.22449,-1.17984,-1.24591,-1.15961,-1.21545,-0.756714,-1.21582,-1.18631,-1.1947,-1.21411,-0.799805,-1.19403,-1.14453,-1.18317,-1.25311,-1.20923,-1.15579,-1.22565,-1.19067,-1.20337,-1.07056,-1.22449,-1.1485,-1.24146,-1.1619,-1.1322,-0.759644,-1.11887,-1.2218,-1.18298,-1.20215,-1.16812,-1.09021,-1.15506,-1.18445,-1.14597,-1.17877,-1.18469,-1.13882,-1.23724,-1.17941,-1.17941,-1.1731,-1.20264,-1.198,-1.20837,-1.21991,-1.2016,-1.02927,-1.00113,-0.928619,-0.738403,-0.749603,-0.701874,-0.679016,-0.974365,-0.864288,-0.723419,-1.15775,-1.15594,-1.17871
-1.19879,-1.18549,-1.27606,-1.19434,-1.12161,-1.13513,-1.14874,-1.22662,-1.28027,-1.14655,-1.24762,-1.19379,-1.21634,-1.15308,-1.32953,-1.31946,-1.21689,-1.28082,-1.15674,-1.1041,-1.22491,-1.2547,-1.24097,-1.21951,-1.21954,-1.22791,-1.24744,-1.23102,-1.24921,-1.19263,-1.23224,-1.2572,-1.23523,-1.1994,-1.14719,-1.22095,-1.23242,-1.10876,-1.22681,-1.16876,-1.09381,-1.25372,-1.24329,-1.22803,-1.20529,-1.1481,-1.22424,-1.08316,-1.23425,-1.21219,-1.22742,-1.25525,-1.23633,-1.25647,-1.14777,-1.31244,-1.22461,-1.23468,-1.13101,-1.25262,-1.30267,-1.09441,-1.32849,-1.16043,-1.35492,-1.26666,-1.31647,-1.23914,-1.14951,-1.24426,-1.271,-1.28729,-1.21509,-1.34119,-1.23291,-1.33374,-1.09567,-1.25134,-1.1456,-1.28748,-1.11938,-0.912354,-1.28796,-1.24652,-1.12622,-1.28894,-1.17792,-1.22491,-1.01923,-1.24408,-1.1557,-1.14981,-1.20908,-1.15851,-1.14273,-1.04036,-1.15631,-1.13879,-1.28772,-1.14584,-1.16766,-1.27094,-1.37006,-1.16504,-1.31317,-1.16199,-1.24835,-1.15909,-1.16159,-1.23315,-1.19901,-1.23389,-1.3183,-1.19543,-1.15067,-1.15567,-1.16095,-1.15561,-1.26251,-1.22681,-1.24231,-1.26996,-1.1553,-1.22607,-1.20493,-1.33704,-1.28162,-1.22559,-1.16409,-1.22894,-1.16476,-1.11996,-1.24463,-1.16995,-1.14322,-1.25964,-1.29529,-1.1608,-1.22302,-1.20148,-1.24072,-1.33008,-1.28625,-1.20459,-1.20078,-1.26843,-1.16937,-0.908936,-1.17236,-1.23376,-1.19501,-1.09863,-1.14633,-1.26038,-1.14423,-1.23669,-1.21017,-1.35315,-1.16452,-1.23035,-0.875854,-1.2608,-1.15292,-1.22189,-1.258,-0.925293,-1.20193,-1.14432,-1.22845,-1.28363,-1.25818,-1.16794,-1.32343,-1.23364,-1.34247,-1.13983,-1.24622,-1.12083,-1.26953,-1.1655,-1.23486,-0.8927,-1.12857,-1.25659,-1.21948,-1.22925,-1.18634,-1.18329,-1.18774,-1.22943,-1.15121,-1.14075,-1.22012,-1.06184,-1.30432,-1.14334,-1.14334,-1.16919,-1.22046,-1.21741,-1.22369,-1.22797,-1.23004,-1.07193,-1.03284,-0.924683,-0.720978,-0.59494,-0.532043,-0.502533,-0.967987,-0.872253,-0.546204,-1.19089,-1.18695,-1.15186
-1.10349,-1.11414,-1.11877,-1.11603,-1.06354,-1.08157,-1.07785,-1.09241,-1.12762,-1.09018,-1.0863,-1.1044,-1.09753,-1.09412,-1.17438,-1.15308,-1.09308,-1.12012,-1.07245,-1.04242,-1.08575,-1.10474,-1.08899,-1.09113,-1.09515,-1.11487,-1.09882,-1.0816,-1.09918,-1.09073,-1.08881,-1.0979,-1.1073,-1.10394,-1.08505,-1.10114,-1.08636,-1.06436,-1.09674,-1.1124,-1.03748,-1.1051,-1.16107,-1.11072,-1.10431,-1.07971,-1.14563,-1.0094,-1.09839,-1.09995,-1.08081,-1.10858,-1.08936,-1.11084,-1.0798,-1.15497,-1.08636,-1.11023,-1.07419,-1.10541,-1.13293,-0.882919,-1.19684,-1.07526,-1.19855,-1.10492,-1.14716,-1.10199,-1.10257,-1.11017,-1.13141,-1.13025,-1.04596,-1.1933,-1.08636,-1.17352,-0.884888,-1.12805,-1.05951,-1.1853,-1.05325,-0.791626,-1.13477,-1.10114,-1.02026,-1.13361,-1.07703,-1.1449,-0.862961,-1.10162,-1.04065,-1.08112,-1.09549,-1.07202,-1.06454,-0.850235,-1.08423,-1.08203,-1.13629,-0.939728,-1.02069,-1.17651,-1.20465,-1.05029,-1.1366,-1.07788,-1.10883,-1.08472,-1.10086,-1.11462,-1.09738,-1.09668,-1.19653,-1.08139,-1.07413,-1.07532,-1.08206,-1.06885,-1.11993,-1.09003,-1.0954,-1.11578,-1.0784,-1.09241,-1.07797,-1.1955,-1.18304,-1.06445,-1.08655,-1.08856,-1.07898,-1.0755,-1.1087,-1.07446,-1.08978,-1.16663,-1.13153,-1.01987,-1.07367,-1.10498,-1.08801,-1.18799,-1.13788,-1.04602,-1.08939,-1.13831,-1.10101,-0.788513,-1.05505,-1.08923,-1.09476,-0.994934,-1.0899,-1.10834,-1.06909,-1.08899,-1.09976,-1.19427,-1.07956,-1.08862,-0.733643,-1.11981,-1.05881,-1.09216,-1.11371,-0.810913,-1.04974,-1.06644,-1.1001,-1.12067,-1.13074,-1.07089,-1.16412,-1.11993,-1.20251,-1.09103,-1.10083,-0.886124,-1.11597,-1.08838,-1.15613,-0.770508,-1.07205,-1.1076,-1.09717,-1.09094,-1.08084,-1.11261,-1.11307,-1.11591,-1.07626,-1.06238,-1.09357,-0.856918,-1.1687,-1.0556,-1.0556,-1.04565,-1.06396,-1.06604,-1.05402,-1.07336,-1.07129,-1.03351,-1.02301,-0.968079,-0.791534,-0.689972,-0.710632,-0.718994,-0.993652,-0.934692,-0.693542,-1.09995,-1.08374,-1.05185
-0.912537,-0.85318,-1.01544,-0.883881,-0.802948,-0.827515,-0.802673,-0.977905,-1.00574,-0.839539,-1.02057,-0.867767,-0.946167,-0.817139,-0.943665,-0.948181,-0.957855,-1.00568,-0.786255,-0.823547,-0.972107,-1.00818,-1.02008,-0.95816,-0.95874,-0.945862,-0.968384,-1.00659,-1.0119,-0.817902,-1.00513,-0.997192,-0.966064,-0.863831,-0.729675,-0.948853,-0.996826,-0.797241,-0.967224,-0.824646,-0.71814,-0.962769,-0.791199,-0.951538,-0.908051,-0.763977,-0.776245,-0.839233,-0.975586,-0.934265,-1.01685,-0.949219,-0.990784,-0.993652,-0.812897,-0.933716,-0.988464,-0.960327,-0.715637,-0.956726,-0.972046,-0.645248,-0.838135,-0.733612,-0.868652,-0.982849,-0.952942,-0.976257,-0.855164,-0.961365,-0.944214,-0.958252,-1.0246,-0.847168,-0.996033,-0.940735,-0.643204,-0.926147,-0.753601,-0.793457,-0.841003,-0.594543,-0.950134,-0.966431,-0.682007,-0.950623,-0.805115,-0.791443,-0.669815,-1.02057,-0.691345,-0.750031,-0.925171,-0.773834,-0.692902,-0.660217,-0.683411,-0.785156,-0.950745,-0.688843,-0.641846,-0.787415,-0.874878,-0.784851,-0.948975,-0.680847,-1.00305,-0.690979,-0.868652,-0.957458,-0.838409,-0.982544,-0.833435,-0.821716,-0.762573,-0.667755,-0.695404,-0.781219,-0.979553,-0.9823,-0.974976,-0.973755,-0.755859,-0.976562,-0.899414,-0.855896,-0.814331,-1.02295,-0.687622,-0.999268,-0.724579,-0.811646,-1.00458,-0.796478,-0.711121,-0.778992,-0.984802,-0.650513,-0.980103,-0.896027,-1.00232,-0.819702,-0.950256,-0.994995,-0.852692,-0.923096,-0.847626,-0.593506,-0.703369,-0.990601,-0.834534,-0.674133,-0.842621,-1.00586,-0.717712,-0.989136,-0.902557,-0.891907,-0.717896,-1.005,-0.60144,-0.933716,-0.643707,-0.967834,-0.956238,-0.588135,-0.971283,-0.747986,-0.964111,-0.968811,-0.917236,-0.794952,-0.949402,-0.951172,-0.883057,-0.842651,-0.977905,-0.659439,-0.988647,-0.671814,-0.826294,-0.588318,-0.809174,-0.970093,-0.961304,-0.991394,-0.785828,-0.758423,-0.858246,-0.94751,-0.765625,-0.720947,-0.966217,-0.64801,-0.939148,-0.704041,-0.704041,-0.660461,-0.984253,-0.974335,-1.02954,-1.0271,-1.01233,-0.816132,-0.753174,-0.62735,-0.487244,-0.404083,-0.325165,-0.288269,-0.678345,-0.554504,-0.358398,-0.854736,-0.817993,-0.688141
-0.412354,-0.39035,-0.42572,-0.406219,-0.344238,-0.364349,-0.324341,-0.442749,-0.415771,-0.35556,-0.451294,-0.388184,-0.420197,-0.371033,-0.401855,-0.415039,-0.429321,-0.421875,-0.289673,-0.322021,-0.437988,-0.441467,-0.465027,-0.428619,-0.436279,-0.442261,-0.435303,-0.43335,-0.447388,-0.312836,-0.428955,-0.434143,-0.432495,-0.384064,-0.258179,-0.4328,-0.433228,-0.308075,-0.442261,-0.379883,-0.277222,-0.432617,-0.381042,-0.438538,-0.404053,-0.275085,-0.373535,-0.290741,-0.430115,-0.41333,-0.434631,-0.433716,-0.429749,-0.4505,-0.346313,-0.412354,-0.43988,-0.434326,-0.227173,-0.432678,-0.422791,-0.00808716,-0.390808,-0.237061,-0.408264,-0.43103,-0.415161,-0.428223,-0.349365,-0.425781,-0.431763,-0.436829,-0.460449,-0.397278,-0.434204,-0.395447,-0.00875854,-0.428467,-0.220276,-0.394165,-0.315063,-0.259155,-0.432495,-0.428528,-0.329102,-0.432678,-0.3013,-0.374451,-0.0470886,-0.459167,-0.336853,-0.255219,-0.414917,-0.277771,-0.178711,-0.0276489,-0.187439,-0.314575,-0.433777,-0.0523682,-0.131744,-0.386108,-0.414185,-0.222809,-0.418091,-0.189423,-0.455505,-0.171997,-0.369934,-0.434753,-0.368256,-0.433899,-0.392883,-0.334412,-0.269897,-0.181091,-0.178375,-0.260651,-0.447754,-0.440247,-0.434204,-0.4505,-0.257141,-0.44043,-0.410248,-0.396606,-0.394165,-0.44751,-0.198853,-0.434753,-0.240509,-0.363586,-0.447754,-0.287811,-0.24057,-0.385803,-0.413696,-0.116364,-0.449585,-0.40332,-0.442383,-0.388977,-0.437927,-0.466919,-0.391998,-0.435303,-0.366211,-0.258423,-0.338562,-0.434204,-0.348175,-0.317444,-0.338226,-0.442017,-0.213562,-0.430176,-0.411682,-0.400513,-0.229675,-0.428955,-0.256714,-0.425659,-0.150146,-0.435944,-0.441101,-0.271057,-0.452942,-0.225281,-0.439331,-0.436829,-0.427734,-0.288757,-0.41272,-0.435303,-0.404846,-0.332123,-0.440308,0.00350952,-0.438843,-0.188202,-0.385986,-0.271179,-0.362335,-0.442017,-0.435577,-0.435242,-0.289764,-0.341553,-0.389465,-0.439697,-0.258331,-0.201721,-0.436005,-0.0155945,-0.417603,-0.188049,-0.188049,-0.12616,-0.45575,-0.444885,-0.446899,-0.436707,-0.435364,-0.282684,-0.247925,-0.202362,-0.101135,-6.10352e-05,-0.00146484,-0.000305176,-0.228119,-0.180481,-0.00268555,-0.359863,-0.313324,-0.169006
0.0689087,0.0974426,0.0145264,0.0834045,0.114197,0.0787048,0.123322,0.0568237,0.0258789,0.0413208,0.046875,0.0939941,0.0569153,0.102783,0.0253906,0.0255127,0.0622864,0.0230713,0.120453,0.0538025,0.0699463,0.0349731,0.0361328,0.0711365,0.0513916,0.0615234,0.0494385,0.0499268,0.0447998,0.122894,0.0444336,0.0414429,0.0521851,0.0990906,0.142578,0.0541992,0.0473633,0.0317383,0.057251,0.0944214,0.0665283,0.0490723,0.0645142,0.0604858,0.0805664,0.130371,0.0681152,0.00952148,0.0477295,0.0675659,0.0493774,0.0516357,0.0443115,0.0406494,0.113922,0.0424805,0.0579224,0.0527344,0.143066,0.050415,0.0232544,0.11998,0.0355225,0.160461,0.0222778,0.0418701,0.0292969,0.0460205,0.0296936,0.0499268,0.0578613,0.0418091,0.0352783,0.0249634,0.0441284,0.020813,0.122177,0.0614014,0.140076,0.052124,0.0213013,0.101074,0.0453491,0.046814,0.108398,0.0443115,0.125397,0.0710449,0.134277,0.0355225,0.107727,0.149597,0.0774536,0.141235,0.152771,0.135513,0.165588,0.0550232,0.0492554,0.143372,0.182922,0.0592651,0.0198975,0.128387,0.0308228,0.163696,0.038147,0.154114,0.0303955,0.0526733,0.132324,0.0435181,0.0375366,0.137817,0.144318,0.174561,0.158112,0.148376,0.039917,0.0527954,0.0452881,0.0423584,0.150421,0.0516968,0.105103,0.0289917,0.0563354,0.0443726,0.162354,0.0431519,0.159882,0.096344,0.0415039,0.130585,0.144989,0.0684814,0.0254517,0.163727,0.0691528,0.0795898,0.0495605,0.0294189,0.0494385,0.0576782,0.125702,0.0604248,0.03479,0.102539,0.102234,0.0435791,0.120239,0.106628,0.0359497,0.0380249,0.138184,0.052002,0.0963135,0.0235596,0.162384,0.0437012,0.110535,0.060791,0.183716,0.0722656,0.0474243,0.10083,0.069519,0.142456,0.0531616,0.0366821,0.065918,0.132965,0.0196533,0.0509033,0.0332642,0.032959,0.0479126,0.119049,0.03479,0.165955,0.0536499,0.115601,0.109467,0.0462036,0.0570679,0.0426636,0.152924,0.0662842,0.0969543,0.0587158,0.147858,0.135742,0.0611267,0.137451,0.0436401,0.150024,0.150024,0.165039,0.0643921,0.0695801,0.0427856,0.0480347,0.0546875,0.00463867,0.0246887,0.0576172,0.0439148,0.0839539,0.10611,0.118683,0.0539856,0.0599365,0.0997925,0.0950012,0.115875,0.149902
0.50351,0.526093,0.536804,0.520325,0.538727,0.467499,0.571136,0.4776,0.553711,0.442169,0.508057,0.53299,0.498169,0.526093,0.539062,0.541382,0.494568,0.54126,0.580292,0.455841,0.500061,0.530762,0.513672,0.505127,0.478394,0.470825,0.500549,0.472778,0.508484,0.572083,0.473022,0.547058,0.466736,0.544373,0.64267,0.481934,0.467285,0.401184,0.481934,0.52533,0.400269,0.498901,0.443726,0.474487,0.522888,0.595703,0.440063,0.421173,0.464172,0.514282,0.479736,0.495605,0.490234,0.511719,0.552338,0.54303,0.479248,0.463318,0.679199,0.494873,0.527832,0.598724,0.469421,0.621613,0.460999,0.544067,0.545227,0.46991,0.431396,0.47937,0.505981,0.525391,0.483398,0.451538,0.463806,0.550842,0.596695,0.492432,0.617523,0.44696,0.421387,0.324585,0.526672,0.491699,0.376282,0.52594,0.581757,0.44458,0.59494,0.501099,0.37439,0.607239,0.521637,0.584595,0.683899,0.600327,0.698975,0.414398,0.53009,0.65918,0.684906,0.441895,0.479126,0.614899,0.545044,0.711945,0.510742,0.687622,0.421692,0.469788,0.560577,0.471313,0.467896,0.56958,0.599335,0.705811,0.685028,0.600555,0.497925,0.470825,0.494385,0.511536,0.599762,0.466248,0.539459,0.459412,0.456543,0.48645,0.69809,0.472107,0.650909,0.498383,0.505615,0.588196,0.671539,0.438232,0.546204,0.673584,0.496094,0.522156,0.515137,0.457214,0.525391,0.480835,0.55899,0.495361,0.422028,0.324341,0.376038,0.462402,0.560944,0.372437,0.418488,0.533447,0.682404,0.509399,0.533813,0.531067,0.647156,0.4776,0.345642,0.502075,0.705688,0.502045,0.492981,0.327332,0.501678,0.619385,0.470886,0.531494,0.495361,0.584015,0.537781,0.458313,0.478516,0.420288,0.50415,0.6194,0.526062,0.711731,0.44342,0.331543,0.533081,0.494202,0.490326,0.469666,0.600922,0.411011,0.530884,0.464417,0.583069,0.66571,0.48996,0.61055,0.518066,0.680298,0.680298,0.68103,0.492676,0.498627,0.458069,0.472778,0.472046,0.404938,0.408661,0.415924,0.396912,0.413269,0.415527,0.414062,0.419861,0.395813,0.419434,0.53479,0.567749,0.681091
0.864075,0.86731,0.761841,0.860931,0.821655,0.835205,0.842896,0.853149,0.777527,0.857178,0.823486,0.869904,0.869751,0.836853,0.821777,0.807617,0.870453,0.776062,0.856079,0.829529,0.858948,0.789368,0.807068,0.873138,0.853577,0.870239,0.843445,0.852783,0.828369,0.873291,0.848083,0.776978,0.867798,0.877197,0.845795,0.860413,0.853333,0.852356,0.852051,0.848816,0.881287,0.846924,0.911011,0.868469,0.878632,0.849731,0.912415,0.826508,0.859619,0.87207,0.845398,0.848511,0.844543,0.825378,0.834686,0.870667,0.854004,0.871094,0.833191,0.846558,0.799194,0.808502,0.890686,0.844452,0.903748,0.789917,0.80835,0.85907,0.865204,0.863586,0.870422,0.83606,0.810425,0.900269,0.851501,0.831299,0.809692,0.876831,0.836517,0.914246,0.850311,0.729858,0.845032,0.843323,0.866516,0.845154,0.866547,0.917236,0.774185,0.823608,0.889465,0.841827,0.874908,0.853607,0.843964,0.776886,0.830261,0.885986,0.848877,0.828156,0.842834,0.914246,0.903564,0.851929,0.820496,0.82074,0.817688,0.832336,0.863922,0.866943,0.882385,0.847534,0.889893,0.879974,0.840027,0.830841,0.828888,0.843994,0.841919,0.852539,0.838196,0.833252,0.853455,0.852417,0.877625,0.889771,0.908203,0.8302,0.829681,0.845764,0.829254,0.818726,0.831299,0.865845,0.840912,0.918091,0.796631,0.854614,0.852173,0.871552,0.830872,0.890259,0.851868,0.826843,0.879364,0.880371,0.882172,0.725586,0.903259,0.851929,0.887207,0.851685,0.867249,0.795349,0.845795,0.837402,0.883026,0.893555,0.839417,0.847107,0.68689,0.868164,0.831329,0.86673,0.846802,0.735291,0.839661,0.837128,0.856689,0.803223,0.881348,0.863098,0.812744,0.881592,0.891296,0.86261,0.840515,0.811752,0.808411,0.820282,0.90918,0.715088,0.820129,0.84436,0.864777,0.844482,0.867218,0.905273,0.866852,0.874451,0.854645,0.848511,0.858337,0.777878,0.880737,0.848297,0.848297,0.848938,0.841675,0.852081,0.843384,0.842407,0.850525,0.824585,0.808228,0.779175,0.629456,0.602356,0.54483,0.501007,0.786957,0.756378,0.56192,0.873657,0.867249,0.843414
1.09503,1.07062,1.1889,1.08588,1.03165,1.0123,1.0441,1.15076,1.19421,1.00995,1.20789,1.08768,1.1228,1.03833,1.1524,1.16785,1.13226,1.19147,1.06186,0.994629,1.15332,1.19543,1.19409,1.14154,1.13007,1.13208,1.17285,1.16919,1.20642,1.07812,1.16779,1.19928,1.14471,1.0972,1.05817,1.12897,1.15924,0.948975,1.1449,1.04663,0.910339,1.17627,1.04974,1.13531,1.10757,1.0574,1.02472,0.958923,1.14551,1.11975,1.17944,1.16785,1.1709,1.19183,1.03827,1.17938,1.15869,1.14081,1.04987,1.17017,1.17609,0.966568,1.1181,1.0636,1.13037,1.19324,1.1745,1.15375,1.00217,1.15802,1.18243,1.18805,1.16797,1.12225,1.15765,1.15906,0.965408,1.14746,1.04523,1.06683,0.976929,0.738831,1.18964,1.16669,0.899963,1.18896,1.07251,1.03735,0.921982,1.20209,0.927979,1.05835,1.11935,1.06165,1.05237,0.936523,1.07202,0.979187,1.18787,1.04242,1.06775,1.05487,1.13763,1.05344,1.18384,1.08008,1.19617,1.07227,1.01862,1.14508,1.10501,1.15796,1.11017,1.09827,1.05609,1.06799,1.0643,1.05667,1.18994,1.15051,1.1698,1.18762,1.06149,1.14441,1.11926,1.11981,1.08289,1.17401,1.07736,1.164,1.06619,1.01874,1.20105,1.06882,1.05933,1.04517,1.18085,1.06485,1.15765,1.09845,1.20099,1.10986,1.18719,1.15234,1.10983,1.16626,1.02066,0.73645,0.94281,1.15344,1.09598,0.874512,0.998871,1.19562,1.05759,1.18231,1.11938,1.15662,1.06857,1.17212,0.734009,1.16583,1.06607,1.14957,1.17859,0.742126,1.14337,1.05356,1.14172,1.18512,1.15161,1.06747,1.15741,1.12915,1.13092,0.989105,1.18811,0.982529,1.18695,1.07755,1.05872,0.718262,1.03455,1.18567,1.1351,1.15881,1.07794,0.991211,1.07666,1.12994,1.05679,1.05115,1.14105,0.945801,1.1712,1.05579,1.05579,1.06537,1.16113,1.15231,1.16711,1.177,1.16833,0.929932,0.877197,0.78064,0.612305,0.529999,0.495361,0.50528,0.83252,0.728455,0.502777,1.0813,1.07233,1.05801
