996
560
216
475,229
450,259
709,182
468,243
395,289
422,306
403,268
531,203
717,189
431,319
608,167
455,228
493,209
421,280
734,249
719,264
500,196
706,192
389,213
408,315
517,169
659,188
632,170
498,177
517,229
533,259
585,206
549,186
612,179
425,198
559,203
674,188
549,252
459,211
360,235
519,240
547,205
491,357
525,219
431,276
522,371
593,213
569,341
530,249
474,203
372,225
559,349
411,330
545,241
488,200
564,178
585,234
573,206
628,198
412,275
673,278
538,188
551,262
336,230
589,223
706,217
243,245
647,328
368,161
668,310
674,198
717,231
556,242
463,334
569,248
611,258
641,241
576,143
665,320
549,215
715,282
242,222
578,270
387,118
620,343
423,329
569,481
654,265
575,235
573,417
655,254
414,201
549,344
215,236
620,173
571,401
378,132
485,186
391,154
311,224
225,229
354,149
516,347
644,251
266,247
282,252
603,342
677,304
401,113
699,245
343,142
627,185
353,121
474,319
563,265
452,168
565,235
636,333
439,148
390,133
344,158
363,123
398,126
622,222
538,211
578,216
630,228
382,147
538,228
476,143
655,319
590,325
574,154
355,139
565,212
368,135
411,298
618,191
399,202
347,229
580,345
711,201
274,237
523,154
471,219
595,175
658,329
640,261
532,130
466,147
602,269
502,325
568,498
571,391
551,229
439,182
572,429
490,336
647,192
333,208
579,193
477,175
681,293
367,149
567,196
573,556
589,248
292,231
509,176
600,229
574,468
512,130
375,118
535,238
686,217
588,269
400,190
723,253
552,272
650,307
473,338
597,199
256,253
656,204
345,131
547,334
573,534
407,286
603,213
507,209
565,224
418,148
535,356
451,248
540,267
380,159
323,214
513,198
231,242
637,285
324,185
324,185
288,207
525,142
514,148
551,147
561,161
545,164
422,353
428,385
431,417
437,466
448,489
456,527
463,551
434,402
439,443
452,517
440,225
420,212
312,191
89
995,559
1,559
995,1
1,1
995,559
1,559
995,1
1,1
156,85
30,173
103,156
102,327
235,134
299,10
183,24
304,4
304,4
306,1
47,139
4,206
163,460
35,350
305,362
67,472
190,545
310,436
182,369
148,265
184,158
47,71
427,22
494,13
520,3
707,43
826,92
950,137
814,61
715,22
915,242
604,63
858,330
816,159
921,354
878,472
874,522
715,444
301,507
507,519
505,438
471,396
531,419
511,541
715,509
818,534
704,534
643,484
654,417
723,360
775,291
773,209
773,151
691,130
613,87
532,84
419,57
313,49
278,113
217,169
139,195
250,334
327,327
390,418
380,511
354,539
93,498
89,516
24,345
63,275
76,50
992,241
814,556
505,481
628,446
631,410
642,527
686,373
757,327
401,239
192,556
584
108,9,39
9,108,68
0,35,3
35,0,24
0,12,24
12,0,139
3,11,0
11,3,188
39,9,5
39,188,1
188,39,303
275,276,257
276,275,8
276,249,252
249,276,277
108,3,25
3,108,1
3,1,188
13,182,54
182,13,131
47,286,19
286,47,203
177,99,100
99,177,61
131,19,4
19,131,5
17,8,136
8,17,2
19,5,9
4,6,182
6,4,34
6,34,303
66,136,275
136,66,60
24,12,184
24,184,38
43,48,32
48,43,168
8,2,276
123,24,38
24,123,168
80,19,9
19,80,47
21,22,277
22,21,153
36,56,27
56,36,7
72,278,10
278,72,279
150,44,33
44,150,110
0,11,139
188,303,213
184,192,38
192,184,16
139,11,33
44,12,139
12,44,49
39,54,303
54,39,13
303,54,6
5,13,39
13,5,131
274,15,14
15,274,75
66,275,14
257,251,254
251,257,250
108,175,68
175,108,152
14,15,172
269,261,259
261,269,268
163,56,192
56,163,20
12,16,184
16,12,49
192,56,7
275,136,8
21,277,31
2,17,31
45,154,18
154,45,134
213,303,214
45,303,34
303,45,18
4,19,286
286,34,4
34,286,58
202,200,201
200,202,138
114,186,93
186,114,117
50,202,201
202,50,27
31,65,21
65,31,17
22,153,106
60,104,169
104,60,66
31,277,2
10,22,89
22,10,278
278,279,255
163,199,20
199,163,23
16,23,163
23,16,92
33,213,29
213,33,11
25,3,35
38,192,7
161,164,70
164,161,51
152,97,37
97,152,146
168,35,24
35,168,43
87,42,46
42,87,180
129,30,52
30,129,74
155,176,26
176,155,140
176,41,26
41,176,183
27,159,30
159,27,50
202,20,138
20,202,56
52,155,26
155,52,159
28,176,140
176,28,132
10,28,140
28,10,89
28,106,132
106,28,89
150,33,29
29,213,214
171,29,86
29,171,150
159,52,30
36,27,30
26,120,52
120,26,41
21,178,153
178,21,65
25,32,189
32,25,43
154,63,18
63,154,195
25,35,43
30,74,36
7,36,119
203,68,204
68,203,80
180,189,173
189,180,146
40,265,37
265,40,266
119,36,74
38,7,119
39,1,108
40,37,97
299,79,301
79,299,101
175,265,68
265,175,37
178,121,53
121,178,71
111,185,83
185,111,149
69,67,111
67,69,32
174,112,194
112,174,62
46,187,87
187,46,148
92,16,49
33,44,139
92,49,44
45,34,134
187,148,40
46,42,135
126,112,79
112,126,194
211,265,264
265,211,205
80,203,47
32,48,67
123,119,74
119,123,38
140,127,10
127,140,50
56,202,27
32,69,109
121,164,118
164,121,70
77,69,161
69,77,109
120,51,83
51,120,59
106,153,53
53,183,132
183,53,118
132,106,53
6,54,182
75,104,15
104,75,55
161,69,83
41,164,59
164,41,183
189,32,57
57,32,109
126,180,173
180,126,42
18,63,171
34,58,134
177,100,285
51,59,164
120,41,59
15,104,172
65,17,169
136,169,17
169,136,60
193,76,61
76,193,95
137,100,99
100,137,162
68,265,204
101,299,148
64,55,102
55,64,174
299,301,272
23,156,124
156,23,92
99,76,137
76,99,61
197,228,215
228,197,283
125,73,141
73,125,64
55,75,157
102,73,64
73,102,273
169,71,178
71,169,85
172,104,66
66,14,172
67,48,149
83,69,111
9,68,80
126,79,101
161,83,51
62,174,125
55,174,194
70,71,142
71,70,121
169,178,65
85,55,82
55,85,104
72,10,127
124,156,144
125,141,62
302,261,273
261,302,259
149,111,67
149,48,123
273,102,75
254,275,257
275,254,274
154,134,58
76,95,283
77,173,109
173,77,126
161,70,145
20,199,138
114,91,78
91,114,122
167,281,280
281,167,107
266,84,151
84,266,90
141,112,62
112,141,301
73,273,301
287,211,206
211,287,205
265,266,264
112,301,79
82,55,194
85,98,71
98,85,142
83,185,120
298,299,272
299,298,151
266,148,90
148,266,40
84,299,151
299,84,90
85,82,142
85,169,104
18,171,133
86,29,214
133,214,18
214,133,86
40,97,187
189,57,173
95,193,88
304,217,291
89,22,106
46,135,148
78,91,167
122,158,130
158,122,190
105,128,96
128,105,179
44,110,156
92,44,156
122,114,93
150,171,186
190,122,93
197,94,162
94,197,215
115,63,195
63,115,96
58,94,191
94,58,100
105,96,115
95,88,283
283,88,244
195,105,115
105,195,282
128,158,96
158,128,130
63,96,158
97,180,187
180,97,146
187,180,87
142,71,98
94,100,162
100,58,286
126,135,42
135,126,101
75,102,157
102,55,157
198,199,166
199,198,138
78,103,117
103,78,167
233,230,219
230,233,229
122,130,91
224,244,226
244,224,228
281,230,229
230,281,282
230,228,224
228,230,282
116,167,91
167,116,107
128,179,107
108,25,146
57,109,173
186,171,93
150,186,113
185,74,129
74,185,149
194,70,142
70,194,145
103,113,186
113,103,280
23,124,199
110,113,144
113,110,150
78,117,114
94,215,191
116,91,130
107,116,128
103,186,117
164,183,118
118,53,121
52,120,129
158,190,63
123,48,168
123,74,149
200,138,198
113,280,144
144,280,124
174,64,125
126,77,170
127,50,201
72,127,200
128,116,130
129,120,185
131,4,182
132,183,176
171,63,190
86,133,171
101,148,135
137,76,197
137,197,162
72,200,143
50,140,155
271,81,165
81,271,147
141,73,301
142,82,194
72,143,279
281,246,280
246,281,233
233,281,231
110,144,156
126,170,145
126,145,194
146,25,189
108,146,152
285,243,88
243,285,242
81,147,297
300,147,271
147,300,181
90,148,299
264,165,297
165,264,266
266,151,165
152,37,175
178,53,153
154,58,191
50,155,159
264,206,211
206,264,297
161,145,170
77,161,170
16,163,192
165,81,297
165,151,298
143,166,279
166,143,198
124,166,199
166,124,279
279,280,247
280,279,124
103,167,280
93,171,190
61,177,193
286,287,238
287,286,203
238,287,241
107,179,282
179,105,282
283,197,76
160,181,300
181,160,267
147,181,263
300,268,270
268,300,271
11,188,213
195,154,215
154,191,215
88,193,285
193,177,285
282,215,228
215,282,195
198,143,200
200,127,201
287,203,204
206,297,207
285,100,286
210,287,204
287,210,205
297,147,263
287,206,288
263,212,297
212,263,208
207,212,288
212,207,297
206,207,288
263,181,267
208,288,212
288,208,209
288,289,262
289,288,209
209,208,263
160,209,267
204,265,210
205,210,265
287,288,241
18,214,303
226,245,294
245,226,234
224,294,230
294,224,226
281,107,282
219,225,235
225,219,245
293,225,226
225,293,235
293,292,235
292,293,237
226,225,234
284,88,243
88,284,244
293,284,243
284,293,226
243,242,227
227,239,237
239,227,236
231,281,229
229,233,231
219,230,294
247,280,246
233,248,246
225,245,234
217,235,292
236,290,239
290,236,240
236,227,242
236,241,262
241,236,242
227,237,293
292,239,217
239,292,237
241,242,285
285,286,238
217,239,291
304,291,240
240,236,262
304,289,209
289,304,262
238,241,285
241,288,262
243,227,293
244,228,283
226,244,284
245,219,294
279,247,248
249,278,255
278,249,277
247,246,248
248,218,253
277,276,2
253,255,248
255,253,249
252,253,218
253,252,249
276,252,250
218,250,252
250,218,251
258,295,216
295,258,254
251,218,295
274,254,256
254,251,295
248,255,279
259,258,216
258,259,256
302,75,274
75,302,273
256,254,258
250,257,276
256,259,302
259,216,260
259,260,269
260,216,296
268,269,296
